id,timestamp,market_id,market_name,token_id,outcome,price,bid,ask,spread,volume_24h,bid_depth,ask_depth,created_at
46239,1771921804,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17397,17469,
46240,1771921804,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17469,17397,
46241,1771921804,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17466.989999999998,17444,
46242,1771921804,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17444,17466.989999999998,
46243,1771921804,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18374,18374,
46244,1771921804,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","29246675984069698003773121089594744855071313855986630119024809712203877385906","Down",0.5,0.01,0.99,0.98,0,18374,18374,
46245,1771921804,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","104237553783519089334177569275751103745099246870076859408074764922712385105560","Up",0.5,0.01,0.99,0.98,0,17139,17261,
46246,1771921804,"0xb281489b60c65aa590d69437868244edccc4f8c3cd3ebca15b1c50ae3f67ffe2","Solana Up or Down - February 25, 3:15AM-3:30AM ET","109295963765212165175937895863641079483910677243156195248753840940908875725881","Down",0.5,0.01,0.99,0.98,0,17261,17139,
46227,1771921744,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","8417642690517253166388410880255373839120205285595045583312934943024161449830","Up",0.5,0.01,0.99,0.98,0,17397,17469,
46228,1771921744,"0x44c8f948c6333fe234f6aa0dfd9f536c6dbb611d90faae4eb1543a94ce39ab03","XRP Up or Down - February 25, 3:15AM-3:30AM ET","32301160012186842317720444258303307426221097250138427884692965574690876895107","Down",0.5,0.01,0.99,0.98,0,17469,17397,
46229,1771921744,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","88752931664515636809603059497903028497047885704394008992666345900871699063669","Up",0.5,0.01,0.99,0.98,0,17432.989999999998,17382,
46230,1771921744,"0xa88e4c521f918fa41b540954b9e2e62a59007fd6de1daed9409a973023b2fbf3","Ethereum Up or Down - February 25, 3:15AM-3:30AM ET","96036598762393966680181824513150286648014366888851288689666122432139023743509","Down",0.5,0.01,0.99,0.98,0,17382,17432.989999999998,
46231,1771921744,"0x053756b3b7c0773b83fbda1b9a6d73c0d36fe7b75bf7e0dee7820c551cb1b8f9","Bitcoin Up or Down - February 25, 3:15AM-3:30AM ET","84151394196058137270073750717833962059715701023079031893711723406991089977673","Up",0.5,0.01,0.99,0.98,0,18374,18374,
